,date,running_banner,type,wish,rarity,weapon,element,sex
1289,2021-07-01,Leaves in the Wind,weapon,Sharpshooter's Oath,3,Bow,None,None
1290,2021-07-01,Leaves in the Wind,weapon,Ferrous Shadow,3,Claymore,None,None
1291,2021-07-01,Leaves in the Wind,weapon,Magic Guide,3,Catalyst,None,None
1292,2021-07-01,Leaves in the Wind,weapon,Cool Steel,3,Sword,None,None
1293,2021-07-01,Leaves in the Wind,char,Bennett,4,Sword,Pyro,M
1294,2021-07-01,Leaves in the Wind,weapon,Black Tassel,3,Polearm,None,None
1295,2021-07-01,Leaves in the Wind,weapon,Ferrous Shadow,3,Claymore,None,None
1296,2021-07-01,Leaves in the Wind,weapon,Debate Club,3,Claymore,None,None
1297,2021-07-01,Leaves in the Wind,weapon,Raven Bow,3,Bow,None,None
1298,2021-07-01,Leaves in the Wind,weapon,Black Tassel,3,Polearm,None,None
1299,2021-07-01,Leaves in the Wind,weapon,Harbinger of Dawn,3,Sword,None,None
1300,2021-07-01,Leaves in the Wind,weapon,Magic Guide,3,Catalyst,None,None
1301,2021-07-01,Leaves in the Wind,weapon,Black Tassel,3,Polearm,None,None
1302,2021-07-01,Leaves in the Wind,weapon,Skyrider Sword,3,Sword,None,None
1303,2021-07-01,Leaves in the Wind,weapon,Sacrificial Sword,4,Sword,None,None
1304,2021-07-01,Leaves in the Wind,weapon,Harbinger of Dawn,3,Sword,None,None
1305,2021-07-01,Leaves in the Wind,weapon,Slingshot,3,Bow,None,None
1306,2021-07-25,The Heron's Court,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1307,2021-07-25,The Heron's Court,weapon,Skyrider Sword,3,Sword,None,None
1308,2021-07-25,The Heron's Court,weapon,Cool Steel,3,Sword,None,None
1309,2021-07-25,The Heron's Court,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1310,2021-07-25,The Heron's Court,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1311,2021-07-25,The Heron's Court,weapon,Emerald Orb,3,Catalyst,None,None
1312,2021-07-25,The Heron's Court,weapon,Harbinger of Dawn,3,Sword,None,None
1313,2021-07-25,The Heron's Court,char,Ningguang,4,Catalyst,Geo,F
1314,2021-07-25,The Heron's Court,weapon,Harbinger of Dawn,3,Sword,None,None
1315,2021-07-25,The Heron's Court,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1316,2021-07-25,The Heron's Court,weapon,Ferrous Shadow,3,Claymore,None,None
1317,2021-07-25,The Heron's Court,weapon,Emerald Orb,3,Catalyst,None,None
1318,2021-07-25,The Heron's Court,weapon,Slingshot,3,Bow,None,None
1319,2021-07-25,The Heron's Court,weapon,Debate Club,3,Claymore,None,None
1320,2021-07-25,The Heron's Court,weapon,Raven Bow,3,Bow,None,None
1321,2021-07-25,The Heron's Court,weapon,Magic Guide,3,Catalyst,None,None
1322,2021-07-25,The Heron's Court,weapon,Black Tassel,3,Polearm,None,None
1323,2021-07-25,The Heron's Court,char,Razor,4,Claymore,Electro,M
1324,2021-07-25,The Heron's Court,weapon,Slingshot,3,Bow,None,None
1325,2021-07-25,The Heron's Court,weapon,Cool Steel,3,Sword,None,None
1326,2021-07-25,The Heron's Court,weapon,Black Tassel,3,Polearm,None,None
1327,2021-07-25,The Heron's Court,weapon,Magic Guide,3,Catalyst,None,None
1328,2021-07-25,The Heron's Court,weapon,Black Tassel,3,Polearm,None,None
1329,2021-07-25,The Heron's Court,weapon,Black Tassel,3,Polearm,None,None
1330,2021-07-25,The Heron's Court,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1331,2021-07-25,The Heron's Court,weapon,Cool Steel,3,Sword,None,None
1332,2021-07-25,The Heron's Court,weapon,Skyrider Sword,3,Sword,None,None
1333,2021-07-25,The Heron's Court,char,Ningguang,4,Catalyst,Geo,F
1334,2021-07-25,The Heron's Court,weapon,Raven Bow,3,Bow,None,None
1335,2021-07-25,The Heron's Court,weapon,Skyrider Sword,3,Sword,None,None
1336,2021-07-25,The Heron's Court,weapon,Raven Bow,3,Bow,None,None
1337,2021-07-25,The Heron's Court,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1338,2021-07-25,The Heron's Court,weapon,Black Tassel,3,Polearm,None,None
1339,2021-07-25,The Heron's Court,weapon,Raven Bow,3,Bow,None,None
1340,2021-07-25,The Heron's Court,weapon,Raven Bow,3,Bow,None,None
1341,2021-07-25,The Heron's Court,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1342,2021-07-25,The Heron's Court,weapon,Raven Bow,3,Bow,None,None
1343,2021-07-25,The Heron's Court,weapon,The Bell,4,Claymore,None,None
1344,2021-07-25,The Heron's Court,char,Kamisato Ayaka,5,Sword,Cryo,F
1345,2021-07-25,The Heron's Court,weapon,Emerald Orb,3,Catalyst,None,None
1346,2021-07-25,The Heron's Court,weapon,Debate Club,3,Claymore,None,None
1347,2021-07-25,The Heron's Court,weapon,Magic Guide,3,Catalyst,None,None
1348,2021-07-25,The Heron's Court,weapon,Emerald Orb,3,Catalyst,None,None
1349,2021-07-25,The Heron's Court,weapon,Harbinger of Dawn,3,Sword,None,None
1350,2021-07-25,The Heron's Court,weapon,Black Tassel,3,Polearm,None,None
1351,2021-07-25,The Heron's Court,char,Yanfei,4,Catalyst,Pyro,F
1352,2021-07-25,The Heron's Court,char,Fischl,4,Bow,Electro,F
1353,2021-07-25,The Heron's Court,weapon,Ferrous Shadow,3,Claymore,None,None
1354,2021-07-25,The Heron's Court,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1355,2021-07-25,The Heron's Court,weapon,Sharpshooter's Oath,3,Bow,None,None
1356,2021-07-25,The Heron's Court,weapon,Skyrider Sword,3,Sword,None,None
1357,2021-07-25,The Heron's Court,weapon,Sharpshooter's Oath,3,Bow,None,None
1358,2021-07-25,The Heron's Court,weapon,Black Tassel,3,Polearm,None,None
1359,2021-07-25,The Heron's Court,weapon,Skyrider Sword,3,Sword,None,None
1360,2021-07-25,The Heron's Court,weapon,Black Tassel,3,Polearm,None,None
1361,2021-07-25,The Heron's Court,weapon,Magic Guide,3,Catalyst,None,None
1362,2021-07-25,The Heron's Court,char,Ningguang,4,Catalyst,Geo,F
1363,2021-07-25,The Heron's Court,weapon,Harbinger of Dawn,3,Sword,None,None
1364,2021-07-25,The Heron's Court,weapon,Black Tassel,3,Polearm,None,None
1365,2021-07-25,The Heron's Court,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1366,2021-07-25,The Heron's Court,weapon,Sharpshooter's Oath,3,Bow,None,None
1367,2021-07-25,The Heron's Court,weapon,Debate Club,3,Claymore,None,None
1368,2021-07-25,The Heron's Court,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1369,2021-07-25,The Heron's Court,weapon,Sacrificial Bow,4,Bow,None,None
1370,2021-07-25,The Heron's Court,weapon,Black Tassel,3,Polearm,None,None
1371,2021-07-25,The Heron's Court,weapon,Cool Steel,3,Sword,None,None
1372,2021-07-25,The Heron's Court,weapon,Harbinger of Dawn,3,Sword,None,None
1373,2021-07-25,The Heron's Court,weapon,Emerald Orb,3,Catalyst,None,None
1374,2021-07-25,The Heron's Court,weapon,Magic Guide,3,Catalyst,None,None
1375,2021-07-25,The Heron's Court,char,Yanfei,4,Catalyst,Pyro,F
1376,2021-07-25,The Heron's Court,weapon,Skyrider Sword,3,Sword,None,None
1377,2021-07-25,The Heron's Court,weapon,Emerald Orb,3,Catalyst,None,None
1378,2021-07-25,The Heron's Court,weapon,Ferrous Shadow,3,Claymore,None,None
1379,2021-07-25,The Heron's Court,weapon,Harbinger of Dawn,3,Sword,None,None
1380,2021-07-25,The Heron's Court,weapon,Black Tassel,3,Polearm,None,None
1381,2021-07-25,The Heron's Court,char,Chongyun,4,Claymore,Cryo,M
1382,2021-07-25,The Heron's Court,weapon,Skyrider Sword,3,Sword,None,None
1383,2021-07-25,The Heron's Court,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1384,2021-07-25,The Heron's Court,weapon,Black Tassel,3,Polearm,None,None
1385,2021-07-25,The Heron's Court,weapon,Cool Steel,3,Sword,None,None
1386,2021-07-25,The Heron's Court,weapon,Harbinger of Dawn,3,Sword,None,None
1387,2021-07-25,The Heron's Court,char,Kamisato Ayaka,5,Sword,Cryo,F
1388,2021-07-25,The Heron's Court,weapon,Raven Bow,3,Bow,None,None
1389,2021-07-25,The Heron's Court,weapon,Emerald Orb,3,Catalyst,None,None
1390,2021-07-25,The Heron's Court,weapon,Skyrider Sword,3,Sword,None,None
1391,2021-07-25,The Heron's Court,char,Chongyun,4,Claymore,Cryo,M
1392,2021-07-25,The Heron's Court,weapon,Harbinger of Dawn,3,Sword,None,None
1393,2021-07-25,The Heron's Court,weapon,Dragon's Bane,4,Polearm,None,None
1394,2021-07-25,The Heron's Court,weapon,Raven Bow,3,Bow,None,None
1395,2021-07-25,The Heron's Court,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1396,2021-07-25,The Heron's Court,weapon,Harbinger of Dawn,3,Sword,None,None
1397,2021-07-25,The Heron's Court,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1398,2021-07-25,The Heron's Court,weapon,Emerald Orb,3,Catalyst,None,None
1399,2021-07-25,The Heron's Court,weapon,Magic Guide,3,Catalyst,None,None
1400,2021-07-25,The Heron's Court,weapon,Slingshot,3,Bow,None,None
1401,2021-07-25,The Heron's Court,weapon,Sharpshooter's Oath,3,Bow,None,None
1402,2021-07-25,The Heron's Court,weapon,Black Tassel,3,Polearm,None,None
1403,2021-07-25,The Heron's Court,char,Chongyun,4,Claymore,Cryo,M
1404,2021-07-25,The Heron's Court,weapon,Magic Guide,3,Catalyst,None,None
1405,2021-07-25,The Heron's Court,weapon,Harbinger of Dawn,3,Sword,None,None
1406,2021-07-25,The Heron's Court,weapon,Black Tassel,3,Polearm,None,None
1407,2021-07-25,The Heron's Court,weapon,Raven Bow,3,Bow,None,None
1408,2021-07-25,The Heron's Court,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1409,2021-07-25,The Heron's Court,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1410,2021-07-25,The Heron's Court,weapon,Magic Guide,3,Catalyst,None,None
1411,2021-07-25,The Heron's Court,weapon,Sharpshooter's Oath,3,Bow,None,None
1412,2021-07-25,The Heron's Court,weapon,Ferrous Shadow,3,Claymore,None,None
1413,2021-07-25,The Heron's Court,weapon,Sacrificial Fragments,4,Catalyst,None,None
1414,2021-07-25,The Heron's Court,weapon,Magic Guide,3,Catalyst,None,None
1415,2021-07-25,The Heron's Court,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1416,2021-07-25,The Heron's Court,char,Yanfei,4,Catalyst,Pyro,F
1417,2021-07-25,The Heron's Court,weapon,Sharpshooter's Oath,3,Bow,None,None
1418,2021-07-25,The Heron's Court,weapon,Skyrider Sword,3,Sword,None,None
1419,2021-07-25,The Heron's Court,weapon,Black Tassel,3,Polearm,None,None
1420,2021-07-25,The Heron's Court,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1421,2021-07-25,The Heron's Court,char,Diona,4,Bow,Cryo,F
1422,2021-07-25,The Heron's Court,weapon,Cool Steel,3,Sword,None,None
1423,2021-07-25,The Heron's Court,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1424,2021-07-25,The Heron's Court,weapon,Debate Club,3,Claymore,None,None
1425,2021-07-25,The Heron's Court,weapon,Magic Guide,3,Catalyst,None,None
1426,2021-07-25,The Heron's Court,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1427,2021-07-25,The Heron's Court,weapon,Debate Club,3,Claymore,None,None
1428,2021-07-25,The Heron's Court,weapon,Raven Bow,3,Bow,None,None
1429,2021-08-12,Tapestry of Golden Flames,weapon,Slingshot,3,Bow,None,None
1430,2021-08-12,Tapestry of Golden Flames,weapon,Cool Steel,3,Sword,None,None
1431,2021-08-12,Tapestry of Golden Flames,char,Sayu,4,Claymore,Anemo,F
1432,2021-08-12,Tapestry of Golden Flames,weapon,Slingshot,3,Bow,None,None
1433,2021-08-12,Tapestry of Golden Flames,weapon,Raven Bow,3,Bow,None,None
1434,2021-08-12,Tapestry of Golden Flames,weapon,Black Tassel,3,Polearm,None,None
1435,2021-08-12,Tapestry of Golden Flames,weapon,Black Tassel,3,Polearm,None,None
1436,2021-08-12,Tapestry of Golden Flames,weapon,Slingshot,3,Bow,None,None
1437,2021-08-12,Tapestry of Golden Flames,weapon,Black Tassel,3,Polearm,None,None
1438,2021-08-12,Tapestry of Golden Flames,weapon,Raven Bow,3,Bow,None,None
1439,2021-08-12,Tapestry of Golden Flames,weapon,Ferrous Shadow,3,Claymore,None,None
1440,2021-08-12,Tapestry of Golden Flames,weapon,Slingshot,3,Bow,None,None
1441,2021-08-12,Tapestry of Golden Flames,char,Noelle,4,Claymore,Geo,F
1442,2021-08-12,Tapestry of Golden Flames,weapon,Emerald Orb,3,Catalyst,None,None
1443,2021-08-12,Tapestry of Golden Flames,weapon,Cool Steel,3,Sword,None,None
1444,2021-08-12,Tapestry of Golden Flames,weapon,Debate Club,3,Claymore,None,None
1445,2021-08-12,Tapestry of Golden Flames,weapon,Slingshot,3,Bow,None,None
1446,2021-08-12,Tapestry of Golden Flames,weapon,Skyrider Sword,3,Sword,None,None
1447,2021-08-12,Tapestry of Golden Flames,weapon,Emerald Orb,3,Catalyst,None,None
1448,2021-08-12,Tapestry of Golden Flames,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1449,2021-08-12,Tapestry of Golden Flames,weapon,Cool Steel,3,Sword,None,None
1450,2021-08-12,Tapestry of Golden Flames,weapon,Skyrider Sword,3,Sword,None,None
1451,2021-08-12,Tapestry of Golden Flames,char,Sayu,4,Claymore,Anemo,F
1452,2021-08-12,Tapestry of Golden Flames,weapon,Sharpshooter's Oath,3,Bow,None,None
1453,2021-08-12,Tapestry of Golden Flames,weapon,Ferrous Shadow,3,Claymore,None,None
1454,2021-08-12,Tapestry of Golden Flames,weapon,Emerald Orb,3,Catalyst,None,None
1455,2021-08-12,Tapestry of Golden Flames,weapon,Skyrider Sword,3,Sword,None,None
1456,2021-08-12,Tapestry of Golden Flames,weapon,Emerald Orb,3,Catalyst,None,None
1457,2021-08-12,Tapestry of Golden Flames,weapon,Harbinger of Dawn,3,Sword,None,None
1458,2021-08-12,Tapestry of Golden Flames,weapon,Magic Guide,3,Catalyst,None,None
1459,2021-08-12,Tapestry of Golden Flames,weapon,Harbinger of Dawn,3,Sword,None,None
1460,2021-08-12,Tapestry of Golden Flames,weapon,Sharpshooter's Oath,3,Bow,None,None
1461,2021-08-12,Tapestry of Golden Flames,char,Sayu,4,Claymore,Anemo,F
1462,2021-08-12,Tapestry of Golden Flames,weapon,Sharpshooter's Oath,3,Bow,None,None
1463,2021-08-12,Tapestry of Golden Flames,weapon,Cool Steel,3,Sword,None,None
1464,2021-08-12,Tapestry of Golden Flames,weapon,Debate Club,3,Claymore,None,None
1465,2021-08-12,Tapestry of Golden Flames,weapon,Black Tassel,3,Polearm,None,None
1466,2021-08-12,Tapestry of Golden Flames,weapon,Ferrous Shadow,3,Claymore,None,None
1467,2021-08-12,Tapestry of Golden Flames,weapon,Slingshot,3,Bow,None,None
1468,2021-08-12,Tapestry of Golden Flames,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1469,2021-09-12,Reign of Serenity,weapon,Slingshot,3,Bow,None,None
1470,2021-09-12,Reign of Serenity,weapon,Ferrous Shadow,3,Claymore,None,None
1471,2021-09-12,Reign of Serenity,weapon,Eye of Perception,4,Catalyst,None,None
1472,2021-09-12,Reign of Serenity,weapon,Magic Guide,3,Catalyst,None,None
1473,2021-09-12,Reign of Serenity,weapon,Ferrous Shadow,3,Claymore,None,None
1474,2021-09-12,Reign of Serenity,weapon,Emerald Orb,3,Catalyst,None,None
1475,2021-09-12,Reign of Serenity,char,Kujou Sara,4,Bow,Electro,F
1476,2021-09-12,Reign of Serenity,weapon,The Bell,4,Claymore,None,None
1477,2021-09-12,Reign of Serenity,char,Raiden Shogun,5,Polearm,Electro,F
1478,2021-09-12,Reign of Serenity,weapon,Raven Bow,3,Bow,None,None
1479,2021-09-12,Reign of Serenity,weapon,Slingshot,3,Bow,None,None
1480,2021-09-12,Reign of Serenity,weapon,Harbinger of Dawn,3,Sword,None,None
1481,2021-09-12,Reign of Serenity,weapon,Magic Guide,3,Catalyst,None,None
1482,2021-09-12,Reign of Serenity,weapon,Debate Club,3,Claymore,None,None
1483,2021-09-12,Reign of Serenity,weapon,Skyrider Sword,3,Sword,None,None
1484,2021-09-12,Reign of Serenity,weapon,Slingshot,3,Bow,None,None
1485,2021-09-12,Reign of Serenity,weapon,Harbinger of Dawn,3,Sword,None,None
1486,2021-09-12,Reign of Serenity,char,Xiangling,4,Polearm,Pyro,F
1487,2021-09-12,Reign of Serenity,weapon,Sharpshooter's Oath,3,Bow,None,None
1488,2021-09-12,Reign of Serenity,weapon,The Flute,4,Sword,None,None
1489,2021-09-12,Reign of Serenity,char,Sucrose,4,Catalyst,Anemo,F
1490,2021-09-12,Reign of Serenity,weapon,Harbinger of Dawn,3,Sword,None,None
1491,2021-09-12,Reign of Serenity,weapon,Magic Guide,3,Catalyst,None,None
1492,2021-09-12,Reign of Serenity,weapon,Magic Guide,3,Catalyst,None,None
1493,2021-09-12,Reign of Serenity,weapon,Skyrider Sword,3,Sword,None,None
1494,2021-09-12,Reign of Serenity,weapon,Cool Steel,3,Sword,None,None
1495,2021-09-12,Reign of Serenity,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1496,2021-09-12,Reign of Serenity,weapon,Debate Club,3,Claymore,None,None
1497,2021-09-12,Reign of Serenity,weapon,Black Tassel,3,Polearm,None,None
1498,2021-09-12,Reign of Serenity,weapon,Black Tassel,3,Polearm,None,None
1499,2021-09-12,Reign of Serenity,char,Kujou Sara,4,Bow,Electro,F
1500,2021-09-12,Reign of Serenity,weapon,Magic Guide,3,Catalyst,None,None
1501,2021-09-12,Reign of Serenity,weapon,Magic Guide,3,Catalyst,None,None
1502,2021-09-12,Reign of Serenity,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1503,2021-09-12,Reign of Serenity,weapon,Raven Bow,3,Bow,None,None
1504,2021-09-12,Reign of Serenity,weapon,Cool Steel,3,Sword,None,None
1505,2021-09-12,Reign of Serenity,weapon,Skyrider Sword,3,Sword,None,None
1506,2021-09-12,Reign of Serenity,weapon,Emerald Orb,3,Catalyst,None,None
1507,2021-09-12,Reign of Serenity,weapon,Black Tassel,3,Polearm,None,None
1508,2021-09-12,Reign of Serenity,weapon,Debate Club,3,Claymore,None,None
1509,2021-09-12,Reign of Serenity,char,Sucrose,4,Catalyst,Anemo,F
1510,2021-09-12,Reign of Serenity,weapon,Raven Bow,3,Bow,None,None
1511,2021-09-12,Reign of Serenity,weapon,Sharpshooter's Oath,3,Bow,None,None
1512,2021-09-12,Reign of Serenity,weapon,Slingshot,3,Bow,None,None
1513,2021-09-12,Reign of Serenity,weapon,Debate Club,3,Claymore,None,None
1514,2021-09-12,Reign of Serenity,weapon,Raven Bow,3,Bow,None,None
1515,2021-09-12,Reign of Serenity,weapon,Magic Guide,3,Catalyst,None,None
1516,2021-09-12,Reign of Serenity,weapon,Raven Bow,3,Bow,None,None
1517,2021-09-12,Reign of Serenity,weapon,Slingshot,3,Bow,None,None
1518,2021-09-12,Reign of Serenity,weapon,Magic Guide,3,Catalyst,None,None
1519,2021-09-12,Reign of Serenity,weapon,Rainslasher,4,Claymore,None,None
1520,2021-09-12,Reign of Serenity,weapon,Skyrider Sword,3,Sword,None,None
1521,2021-09-12,Reign of Serenity,weapon,Black Tassel,3,Polearm,None,None
1522,2021-09-12,Reign of Serenity,weapon,Slingshot,3,Bow,None,None
1523,2021-09-12,Reign of Serenity,weapon,Debate Club,3,Claymore,None,None
1524,2021-09-12,Reign of Serenity,weapon,Sharpshooter's Oath,3,Bow,None,None
1525,2021-09-12,Reign of Serenity,weapon,Slingshot,3,Bow,None,None
1526,2021-09-12,Reign of Serenity,weapon,Raven Bow,3,Bow,None,None
1527,2021-09-12,Reign of Serenity,char,Sucrose,4,Catalyst,Anemo,F
1528,2021-09-12,Reign of Serenity,weapon,Cool Steel,3,Sword,None,None
1529,2021-09-12,Reign of Serenity,weapon,Ferrous Shadow,3,Claymore,None,None
1530,2021-09-12,Reign of Serenity,char,Sucrose,4,Catalyst,Anemo,F
1531,2021-09-12,Reign of Serenity,weapon,Harbinger of Dawn,3,Sword,None,None
1532,2021-09-12,Reign of Serenity,weapon,Cool Steel,3,Sword,None,None
1533,2021-09-12,Reign of Serenity,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1534,2021-09-12,Reign of Serenity,weapon,Black Tassel,3,Polearm,None,None
1535,2021-09-12,Reign of Serenity,weapon,Sharpshooter's Oath,3,Bow,None,None
1536,2021-09-12,Reign of Serenity,weapon,Cool Steel,3,Sword,None,None
1537,2021-09-12,Reign of Serenity,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1538,2021-09-12,Reign of Serenity,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1539,2021-09-12,Reign of Serenity,weapon,Eye of Perception,4,Catalyst,None,None
1540,2021-09-12,Reign of Serenity,weapon,Emerald Orb,3,Catalyst,None,None
1541,2021-09-12,Reign of Serenity,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1542,2021-09-12,Reign of Serenity,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1543,2021-09-12,Reign of Serenity,weapon,Harbinger of Dawn,3,Sword,None,None
1544,2021-09-12,Reign of Serenity,weapon,Raven Bow,3,Bow,None,None
1545,2021-09-12,Reign of Serenity,weapon,Black Tassel,3,Polearm,None,None
1546,2021-09-12,Reign of Serenity,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1547,2021-09-12,Reign of Serenity,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1548,2021-09-12,Reign of Serenity,weapon,Black Tassel,3,Polearm,None,None
1549,2021-09-12,Reign of Serenity,char,Kujou Sara,4,Bow,Electro,F
1550,2021-09-12,Reign of Serenity,weapon,Magic Guide,3,Catalyst,None,None
1551,2021-09-12,Reign of Serenity,weapon,Emerald Orb,3,Catalyst,None,None
1552,2021-09-12,Reign of Serenity,weapon,Ferrous Shadow,3,Claymore,None,None
1553,2021-09-12,Reign of Serenity,weapon,Sharpshooter's Oath,3,Bow,None,None
1554,2021-09-12,Reign of Serenity,weapon,Debate Club,3,Claymore,None,None
1555,2021-09-12,Reign of Serenity,weapon,Black Tassel,3,Polearm,None,None
1556,2021-09-12,Reign of Serenity,weapon,Harbinger of Dawn,3,Sword,None,None
1557,2021-09-12,Reign of Serenity,weapon,Cool Steel,3,Sword,None,None
1558,2021-09-12,Reign of Serenity,weapon,Raven Bow,3,Bow,None,None
1559,2021-09-12,Reign of Serenity,char,Beidou,4,Claymore,Electro,F
1560,2021-09-12,Reign of Serenity,weapon,Raven Bow,3,Bow,None,None
1561,2021-09-12,Reign of Serenity,weapon,Harbinger of Dawn,3,Sword,None,None
1562,2021-09-12,Reign of Serenity,weapon,Slingshot,3,Bow,None,None
1563,2021-09-12,Reign of Serenity,weapon,Black Tassel,3,Polearm,None,None
1564,2021-09-12,Reign of Serenity,char,Raiden Shogun,5,Polearm,Electro,F
1565,2021-09-12,Reign of Serenity,weapon,Sharpshooter's Oath,3,Bow,None,None
1566,2021-09-12,Reign of Serenity,weapon,Sharpshooter's Oath,3,Bow,None,None
1567,2021-09-12,Reign of Serenity,weapon,Sharpshooter's Oath,3,Bow,None,None
1568,2021-09-12,Reign of Serenity,weapon,Slingshot,3,Bow,None,None
1569,2021-09-12,Reign of Serenity,char,Kujou Sara,4,Bow,Electro,F
1570,2021-09-12,Reign of Serenity,weapon,Raven Bow,3,Bow,None,None
1571,2021-09-12,Reign of Serenity,weapon,Harbinger of Dawn,3,Sword,None,None
1572,2021-09-12,Reign of Serenity,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1573,2021-09-12,Reign of Serenity,weapon,Sharpshooter's Oath,3,Bow,None,None
1574,2021-09-12,Reign of Serenity,weapon,Ferrous Shadow,3,Claymore,None,None
1575,2021-09-12,Reign of Serenity,weapon,Cool Steel,3,Sword,None,None
1576,2021-09-12,Reign of Serenity,weapon,Rust,4,Bow,None,None
1577,2021-09-12,Reign of Serenity,weapon,Emerald Orb,3,Catalyst,None,None
1578,2021-09-12,Reign of Serenity,weapon,Black Tassel,3,Polearm,None,None
1579,2021-09-12,Reign of Serenity,char,Kujou Sara,4,Bow,Electro,F
1580,2021-09-12,Reign of Serenity,weapon,Skyrider Sword,3,Sword,None,None
1581,2021-09-12,Reign of Serenity,weapon,Sharpshooter's Oath,3,Bow,None,None
1582,2021-09-12,Reign of Serenity,weapon,Black Tassel,3,Polearm,None,None
1583,2021-09-12,Reign of Serenity,weapon,Emerald Orb,3,Catalyst,None,None
1584,2021-09-12,Reign of Serenity,weapon,Sharpshooter's Oath,3,Bow,None,None
1585,2021-09-12,Reign of Serenity,weapon,Slingshot,3,Bow,None,None
1586,2021-09-12,Reign of Serenity,weapon,Raven Bow,3,Bow,None,None
1587,2021-09-12,Reign of Serenity,weapon,Debate Club,3,Claymore,None,None
1588,2021-09-12,Reign of Serenity,weapon,Emerald Orb,3,Catalyst,None,None
1589,2021-09-12,Reign of Serenity,char,Kujou Sara,4,Bow,Electro,F
1590,2021-09-12,Reign of Serenity,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1591,2021-09-12,Reign of Serenity,weapon,Slingshot,3,Bow,None,None
1592,2021-09-12,Reign of Serenity,weapon,Debate Club,3,Claymore,None,None
1593,2021-09-12,Reign of Serenity,weapon,Cool Steel,3,Sword,None,None
1594,2021-09-12,Reign of Serenity,weapon,Magic Guide,3,Catalyst,None,None
1595,2021-09-12,Reign of Serenity,weapon,Cool Steel,3,Sword,None,None
1596,2021-09-12,Reign of Serenity,weapon,Cool Steel,3,Sword,None,None
1597,2021-09-12,Reign of Serenity,char,Diluc,5,Claymore,Pyro,M
1598,2021-09-12,Reign of Serenity,char,Raiden Shogun,5,Polearm,Electro,F
1599,2021-09-12,Reign of Serenity,char,Xiangling,4,Polearm,Pyro,F
1600,2021-09-12,Reign of Serenity,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1601,2021-09-12,Reign of Serenity,weapon,Harbinger of Dawn,3,Sword,None,None
1602,2021-09-12,Reign of Serenity,weapon,Slingshot,3,Bow,None,None
1603,2021-09-12,Reign of Serenity,char,Xiangling,4,Polearm,Pyro,F
1604,2021-09-12,Reign of Serenity,weapon,Rust,4,Bow,None,None
1605,2021-09-12,Reign of Serenity,weapon,Slingshot,3,Bow,None,None
1606,2021-09-12,Reign of Serenity,weapon,Skyrider Sword,3,Sword,None,None
1607,2021-09-12,Reign of Serenity,weapon,Debate Club,3,Claymore,None,None
1608,2021-09-12,Reign of Serenity,weapon,Black Tassel,3,Polearm,None,None
1609,2021-09-12,Reign of Serenity,weapon,Harbinger of Dawn,3,Sword,None,None
1610,2021-09-12,Reign of Serenity,weapon,Ferrous Shadow,3,Claymore,None,None
1611,2021-09-12,Reign of Serenity,weapon,Ferrous Shadow,3,Claymore,None,None
1612,2021-09-12,Reign of Serenity,weapon,Bloodtainted Greatsword,3,Claymore,None,None
1613,2021-09-12,Reign of Serenity,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
1614,2021-09-12,Reign of Serenity,char,Kujou Sara,4,Bow,Electro,F
1615,2021-09-12,Reign of Serenity,weapon,Bloodtainted Greatsword,3,Claymore,None,None
